#
# Results on Sun, 27 Mar 2022 21:09:16 GMT
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.82 Safari/537.36
# Design number was non-random = 0
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. id.
# 14. Comments.
1648415356,ea4822a528ee3bb453e635d65811542e,PennController,0,0,instructions_A,NULL,PennController,0,_Trial_,Start,1648413792079,UVA,NULL
1648415356,ea4822a528ee3bb453e635d65811542e,PennController,0,0,instructions_A,NULL,PennController,0,_Header_,Start,1648413792079,UVA,NULL
1648415356,ea4822a528ee3bb453e635d65811542e,PennController,0,0,instructions_A,NULL,PennController,0,_Header_,End,1648413792079,UVA,NULL
1648415356,ea4822a528ee3bb453e635d65811542e,PennController,0,0,instructions_A,NULL,PennController,0,_Trial_,End,1648413802749,UVA,NULL
1648415356,ea4822a528ee3bb453e635d65811542e,PennController,1,0,instructions_B,NULL,PennController,1,_Trial_,Start,1648413802751,UVA,NULL
1648415356,ea4822a528ee3bb453e635d65811542e,PennController,1,0,instructions_B,NULL,PennController,1,_Header_,Start,1648413802751,UVA,NULL
1648415356,ea4822a528ee3bb453e635d65811542e,PennController,1,0,instructions_B,NULL,PennController,1,_Header_,End,1648413802751,UVA,NULL
1648415356,ea4822a528ee3bb453e635d65811542e,PennController,1,0,instructions_B,NULL,PennController,1,_Trial_,End,1648413803981,UVA,NULL
1648415356,ea4822a528ee3bb453e635d65811542e,PennController,2,0,instructions_C,NULL,PennController,2,_Trial_,Start,1648413803982,UVA,NULL
1648415356,ea4822a528ee3bb453e635d65811542e,PennController,2,0,instructions_C,NULL,PennController,2,_Header_,Start,1648413803982,UVA,NULL
1648415356,ea4822a528ee3bb453e635d65811542e,PennController,2,0,instructions_C,NULL,PennController,2,_Header_,End,1648413803982,UVA,NULL
1648415356,ea4822a528ee3bb453e635d65811542e,PennController,2,0,instructions_C,NULL,PennController,2,_Trial_,End,1648413805193,UVA,NULL
1648415356,ea4822a528ee3bb453e635d65811542e,PennController,3,0,instructions_D,NULL,PennController,3,_Trial_,Start,1648413805194,UVA,NULL
